0.993658,0.000115658,0.00602362,0.000202607,
0.999998,2.22635e-07,4.20623e-07,1.32646e-06,
0.999997,1.36055e-06,8.39947e-07,1.23118e-06,
0.99999,3.77975e-06,3.4299e-06,3.19435e-06,
0.997627,6.50835e-05,0.00218798,0.000119493,
1,1.19694e-07,4.46044e-08,1.60683e-07,
0.999999,2.1939e-07,1.90292e-07,6.29425e-07,
1,9.62299e-08,3.54052e-08,1.39267e-07,
0.999998,6.24502e-07,4.22195e-07,8.41648e-07,
0.999999,6.92593e-07,1.81718e-07,3.40485e-07,
0.999998,5.87404e-07,5.63667e-07,1.13485e-06,
0.999998,1.39687e-06,3.74205e-07,5.72098e-07,
0.999869,6.60397e-06,9.98953e-05,2.48535e-05,
0.999954,4.26751e-06,2.96604e-05,1.25234e-05,
0.999996,1.12452e-06,1.25037e-06,1.82188e-06,
0.999997,4.80347e-07,8.88649e-07,1.80637e-06,
0.999997,5.43156e-07,1.01763e-06,1.92883e-06,
0.999997,1.24001e-06,5.83846e-07,8.98384e-07,
0.999998,7.83605e-07,4.4996e-07,8.17526e-07,
0.999995,1.34287e-06,1.64377e-06,2.16586e-06,
0.999786,1.4415e-05,0.000168253,3.09772e-05,
0.999995,4.21052e-07,1.41159e-06,2.74953e-06,
0.999915,1.50511e-05,5.27455e-05,1.67194e-05,
0.999999,4.00276e-07,3.01272e-07,7.34102e-07,
0.999979,3.00715e-06,1.11037e-05,7.08681e-06,
0.999999,3.57875e-07,2.1865e-07,5.53558e-07,
0.999998,1.12358e-06,4.78099e-07,7.61664e-07,
0.931971,0.0404808,0.0251187,0.00242904,
0.999995,1.04171e-06,1.60776e-06,2.26471e-06,
0.999999,1.86069e-07,1.13949e-07,3.91968e-07,
0.999998,2.2906e-07,5.08611e-07,1.54262e-06,
0.999994,8.63293e-07,2.34023e-06,3.16397e-06,
0.999972,1.56072e-06,1.56977e-05,1.04011e-05,
0.999936,4.63654e-06,4.37158e-05,1.57588e-05,
0.997238,4.68058e-05,0.00258384,0.000131014,
0.999999,4.34833e-07,2.3893e-07,5.49902e-07,
0.893996,1.82042e-05,0.10342,0.00256561,
0.987708,0.010017,0.00177277,0.000502149,
0.99994,2.18821e-06,3.97923e-05,1.80019e-05,
0.999976,1.23196e-06,1.31716e-05,9.93072e-06,
0.999997,2.14207e-06,3.97546e-07,6.34865e-07,
0.998817,9.81378e-05,0.000996874,8.82392e-05,
0.999974,5.40358e-06,1.32996e-05,7.54177e-06,
0.963004,0.00076225,0.0356155,0.000618486,
0.799868,0.0215628,0.174987,0.00358232,
0.999953,1.8481e-06,2.97999e-05,1.55251e-05,
0.999995,1.60219e-06,1.26562e-06,1.68738e-06,
0.95171,0.00579341,0.041126,0.00137067,
0.999965,6.01127e-07,1.76363e-05,1.69394e-05,
0.999651,9.68936e-05,0.000207114,4.51008e-05,
0.999989,2.21593e-06,4.57694e-06,4.13564e-06,
0.999991,2.47697e-06,3.32652e-06,3.26843e-06,
0.999998,1.2079e-06,3.22392e-07,5.13531e-07,
0.999981,1.75974e-06,9.60784e-06,7.14119e-06,
0.999985,1.78905e-06,7.10662e-06,5.79077e-06,
0.9988,8.46932e-05,0.00102836,8.68276e-05,
0.999999,7.08469e-07,2.54749e-07,4.70734e-07,
0.994331,0.00112072,0.00421787,0.000330809,
0.999996,4.64589e-07,1.08141e-06,2.14345e-06,
0.999514,9.91374e-06,0.000419259,5.68832e-05,
0.999998,1.38566e-06,3.62791e-07,5.58052e-07,
0.998914,0.000146317,0.00084874,9.11458e-05,
0.999999,3.74769e-07,7.74355e-08,1.86144e-07,
0.987382,0.000131743,0.0121983,0.000287804,
0.999997,1.68789e-06,5.90437e-07,8.33403e-07,
0.999978,2.01785e-06,1.18391e-05,7.96486e-06,
0.999997,1.18209e-06,8.40494e-07,1.28294e-06,
0.999136,5.89478e-05,0.000734616,7.03364e-05,
0.999996,1.2008e-06,1.12155e-06,1.63819e-06,
0.999997,1.28699e-06,4.86463e-07,7.42908e-07,
0.999999,1.04802e-07,1.12578e-07,5.7093e-07,
0.999732,0.000118977,0.000113058,3.6144e-05,
0.999998,9.45115e-07,5.0237e-07,8.49899e-07,
0.976381,0.00467598,0.0179896,0.000953523,
0.999997,2.12947e-06,5.63179e-07,7.69989e-07,
0.999997,4.65336e-07,7.78241e-07,1.6385e-06,
0.999816,2.11635e-05,0.000134823,2.7775e-05,
0.999989,2.49474e-06,4.41787e-06,3.97159e-06,
0.999999,4.23052e-07,1.25608e-07,2.72287e-07,
0.999969,5.25349e-06,1.71297e-05,8.78371e-06,
0.999983,2.55036e-06,8.68702e-06,6.19591e-06,
0.999998,1.35e-06,3.77601e-07,5.7919e-07,
0.9988,3.83235e-06,0.00103194,0.000164237,
